group,content,url,valence,arousal,dominance,moral1,moral2,moral3
lib,@stargyaI @BuzzFeedNews doesn't matter he's allowed to have a gun,https://twitter.com/a/status/750860104174624768,0.230363095,0.005708072,0.32395033,0.156058249,0.28315257,0.387004989
lib,@McConnellPress #WheresTheBill Americans want action on gun control! #PrayersForOrlando,https://twitter.com/a/status/743142429566500865,0.98946722,0.80475398,0.293194827,0.653192845,0.303336078,0.324002528
lib,Dems stage sit-in on House floor to demand a vote to #DisarmHate and #EndGunViolence @repjohnlewis @repdonnaedwards https://t.co/aOfRmj42ct,https://twitter.com/a/status/745649053925515264,0.107603199,0.364620975,0.513872245,0.820983803,0.07814803,0.026126999
lib,"What the hell why are people killing people? Damn you, you crazy driver who killed many innocent people in Nice. It seemslikea terror attack",https://twitter.com/a/status/753729573414588416,0.772523773,0.783544141,0.930107374,0.342280713,0.464572389,0.527986065
con,Are you saying he has 16 lines in the first movie or second one? https://t.co/BrfmF0Zrfs,https://twitter.com/a/status/739552883255980034,0.370477379,0.150646316,0.995613913,0.162403417,0.707854392,0.491119984
con,"@ImTheSportsDude I mean they said he donates it to cancer research, thats gotta be a close second right?",https://twitter.com/a/status/824081353054519296,0.649942398,0.533487134,0.552579296,0.958196052,0.634566313,0.231366516
lib,"Put #PeopleOverPolitics and help us pass common sense gun legislation once we get to Washington. @downwithtyranny 
https://t.co/EgVV2T2fxG",https://twitter.com/a/status/770737882231341058,0.822630276,0.865049236,0.315214386,0.737854443,0.799596597,0.42176596
con,"@EyeOnThePress @ABCPolitics Well, she is the only one with a body count. And negligence should be the more important issue.",https://twitter.com/a/status/805275654971396096,0.950737878,0.567555764,0.698511732,0.792140341,0.12292946,0.144273663
lib,@MaritessSlays @ABC You are a scumbag.  Sounds to me like someone needs to attend their English as a second language classes!,https://twitter.com/a/status/819209235187847168,0.077810658,0.082370828,0.987874499,0.971292726,0.330298464,0.037456916
con,Del Vets Post 1 wins 16-0 over Christiana Post 10. Brett Brooks led the hitting attack with his second Home of the year.,https://twitter.com/a/status/745961447264391168,0.812854734,0.562848071,0.381922993,0.94230017,0.840527212,0.097076784
lib,Making my voice count with donation to @MomsDemand. Gun sense needed! #endofyeargiving,https://twitter.com/a/status/814926156071833600,0.552373451,0.360396659,0.599026775,0.832575694,0.988567633,0.561217046
con,Here's another problem with any gun control laws... Congress will exempt itself from it.,https://twitter.com/a/status/746375985138905088,0.806214836,0.475929115,0.196752017,0.202162842,0.689660083,0.882795067
lib,What about registering ammo with tracking of  bullets to back to owners? #NoBillNoBreak,https://twitter.com/a/status/745817981872185344,0.769092921,0.340850698,0.650338597,0.765429311,0.598731819,0.821690189
lib,More gun laws associated with fewer gun deaths #policyrx16 @bicmay @PolicyRx,https://twitter.com/a/status/741631963836997634,0.208078802,0.77263618,0.905719953,0.437051822,0.843265849,0.765165279
lib,"@jonjuancarlos16 @RobbieEngland78 using the term ""lame stream media""and like terms is disqualifying. Fact vs fiction that is THEONLY issue.",https://twitter.com/a/status/800403914755489792,0.528875576,0.672358389,0.728552654,0.172834828,0.170745792,0.424056653
lib,OHHHHHHH MY GOD YES YES YES YES YES YES YES YES YES YES YESSSSSSSSSSSSS !!!!!!!!!!!!!!! https://t.co/EzJoivV8p3,https://twitter.com/a/status/761279868101283841,0.199092388,0.343141032,0.412107896,0.110156766,0.659955087,0.502734513
lib,U can't imagine how much time I spend typing things and never posting them!! I'm pretty proud of my self control so… https://t.co/7HijUasr9V,https://twitter.com/a/status/820320249216122880,0.015743739,0.972104771,0.124767535,0.078654304,0.00717794,0.244905154
lib,#NoBillNoBreak #holdthefloor #NoFlyNoBuy keep at it @HouseDemocrats !!!!,https://twitter.com/a/status/745815916756209664,0.532326546,0.468633436,0.924664298,0.148339533,0.098942842,0.588029392
lib,@GBCSUMC conference call to discuss ending gun violence https://t.co/4l7DwZMTfH #umc #DreamUMC,https://twitter.com/a/status/743544999510482944,0.010103871,0.516260902,0.927389538,0.996436173,0.722197697,0.88917844
con,@FoxNews But wait isn't that a city without a single gun store?? Hmm....,https://twitter.com/a/status/773263448222425088,0.551886827,0.035183002,0.325861713,0.335126927,0.716186089,0.365524611
lib,It's time to end gun violence. https://t.co/1NIK3SoHZJ,https://twitter.com/a/status/743590952405700608,0.944860983,0.511226066,0.853609676,0.843200142,0.796926268,0.469019995
lib,"""These need to stop!"" Thank you @RepPerlmutter! #NoBillNoBreak @MomsDemand @Everytown https://t.co/plbEh1jYUT",https://twitter.com/a/status/745999548728942592,0.050263622,0.918494777,0.980435772,0.520308129,0.603633233,0.506542729
lib,Today is a sad day in our nation’s history. My thoughts and prayers go to the friends and family of the #Orlando victims. #PrayForOrlando,https://twitter.com/a/status/742005803440177156,0.581780439,0.087292867,0.631672021,0.05810923,0.969044357,0.070066419
lib,"Sending extra thanks &amp; encouragement to Chicago's reps: @RepMikeQuigley, @janschakowsky, @RepDuckworth &amp; @RepGutierrez. #NoBillNoBreak",https://twitter.com/a/status/745683415480078336,0.4099351,0.68806213,0.683523776,0.195899855,0.0139951,0.549946501
con,"@imwebgurl You cant see the difference between malice and accidental? Irresponsible yes.I dont think the default is right, thats my issue.",https://twitter.com/a/status/828750687647518721,0.34797864,0.071287781,0.986876088,0.023826499,0.176892388,0.9470245
con,@timkaine are you really saying that TERRORISM was gun violence!?!,https://twitter.com/a/status/803404541966295040,0.955929813,0.533491357,0.48159978,0.035402516,0.614135162,0.17047009
con,Seth MacFarlane Shows How Little He Knows About Gun Violence https://t.co/UCYQFVZgvJ via @JordanLaPorta,https://twitter.com/a/status/742810873627037697,0.843096448,0.795957595,0.25699604,0.925498481,0.927169954,0.713891006
lib,@SpeakerRyan JUST VOTE #NoFlyNoBuy We need sensible gun control,https://twitter.com/a/status/745991538040279040,0.772950747,0.239824014,0.831802146,0.122675052,0.326043905,0.119114732
lib,CSPAN's broadcast is from Rep. Scott Peter's Periscope feed! #NoBillNoBreak #sitin https://t.co/VgORByzGAD,https://twitter.com/a/status/745737702255927296,0.018874357,0.890004072,0.878543666,0.050139228,0.959027067,0.499663259
lib,"@Shaughn_A @soultraveler Who is wielding this weapon in ""a most responsible manner""? This gun is manufactured to kill people.",https://twitter.com/a/status/742419642103144448,0.837288284,0.397956541,0.241910217,0.357184543,0.392706122,0.487460565
lib,@SPFleming not what I'm saying. This is not just a moral disagreement. This is a safety issue.,https://twitter.com/a/status/756551558637072384,0.862574496,0.099378497,0.614605172,0.395876651,0.907605494,0.207698039
lib,If we are to truly live in an equal society then ALL women must have the right through reproductive justice to control their OWN bodies.,https://twitter.com/a/status/821497205785759745,0.012461822,0.655645904,0.504082882,0.969250956,0.825700296,0.61361763
con,"I'm just wondering, how did that gun control work out in the Paris attacks.",https://twitter.com/a/status/742109170124607490,0.333391864,0.778353741,0.955210816,0.792491035,0.206066286,0.351144907
con,@andieiamwhoiam @MrCrim3 @JTHS_204 we all want peace. Perhaps this rally should have taken place in Israel - there isn't a 1st amendment,https://twitter.com/a/status/816150695565000704,0.215944478,0.868238499,0.539073072,0.481087832,0.173768481,0.720949086
lib,American Medical Association Gets Tougher on Gun Control https://t.co/0cScW4aJpJ via @sharethis,https://twitter.com/a/status/744916369855123457,0.663450073,0.792353149,0.412088051,0.790012348,0.489366936,0.515005064
lib,A6 1/3 black men will spend time in prison. Rate of #PwD in prison higher than rate in pop. Mass incarceration=social control. #CripTheVote,https://twitter.com/a/status/744251605445271552,0.100163041,0.581292993,0.019219992,0.032132319,0.599523869,0.487175825
lib,"@ATVIAssist It has been fixed, it ended up being a damaged netsh socket layer, using the repair/reset netsh cmd fixed the issue.",https://twitter.com/a/status/790960066203648000,0.232957853,0.909510579,0.357245568,0.411992119,0.313631562,0.805809248
lib,"Please sign this, @MrsNickyClark has put so much effort in on this very important issue. It needs signing tonight!! https://t.co/LVWPQG8dTK",https://twitter.com/a/status/828333962649034752,0.597686599,0.77286962,0.557144679,0.474268194,0.3493025,0.212630223
con,@Elijah_QJ @coopjens Outside by Travis Scott that was 21 part I just forgot for a second,https://twitter.com/a/status/824835992595087360,0.005464177,0.441274809,0.426917866,0.191261692,0.194581974,0.489394855
lib,@CNN She has no clue about Gun Control and Public Education !#noDevos #DefendPublicEd #WrongWomen #DeVosconfirmation #GetDevosOut,https://twitter.com/a/status/821864633917054976,0.367210956,0.424304311,0.878780621,0.471455154,0.200685471,0.586424036
con,"@Bill_TPA @redneckbugg91 @Securion1 @NRA What is the new ""MAGIC"" law do you propose?Over 20k gun laws state &amp; fed. why don't they work?",https://twitter.com/a/status/771378744560914432,0.128876468,0.635349129,0.177894954,0.185495013,0.915619182,0.056605212
lib,"@ThatGirl_Parks HAHAHA! I've actually never climbed up there, but we do have to clean it. The sacrifices of an ""open floor plan"" home. 🏡❤️",https://twitter.com/a/status/825875478175154176,0.191835132,0.697378078,0.170496167,0.787267505,0.015855075,0.623193885
con,@tomdavidlarge He was referring to the powerful voting power of the Second Amendment supporters.  Any other interpretation is asinine.,https://twitter.com/a/status/763554293660155904,0.762311153,0.745222765,0.938753418,0.451946111,0.474377786,0.727100364
con,"@CNNPolitics https://t.co/jhI4sABKRw AS A LATIN MAN THANK GOD YOU DON'T SPEAK FOR ME.
PRAYING GOD WILL TAKE YOUR VOICE!",https://twitter.com/a/status/796410838995193856,0.884170733,0.817582162,0.749523246,0.279236916,0.89837773,0.280358176
con,"@Bradybuzz We are protected by the second amendment for the right to bear arms, thank you @NRA for all your help.",https://twitter.com/a/status/803962729669259264,0.886371616,0.494915127,0.461528115,0.164974175,0.374484235,0.96291448
lib,"@segmentis Like all those open carry clowns in Dallas who ran away when the cops came under fire...so much for good guys with guns
#NRAsucks",https://twitter.com/a/status/755791318169767937,0.62924209,0.90966712,0.837857709,0.518997176,0.311202972,0.264119649
con,Course they make a great weapon skin for a shitty gun https://t.co/Oekoq6NMIC,https://twitter.com/a/status/756618544842874880,0.052362095,0.532799766,0.511545014,0.532800104,0.675006264,0.672260907
lib,@TuckerBradly @davidhowardcohn As I've stated I'm not against gun ownership. People with violent histories should not own these weapons.,https://twitter.com/a/status/747449872190562305,0.342311789,0.619329916,0.418951052,0.726016897,0.919826817,0.981658793
lib,@zuclinator @Magic304750611 @NickBaumann @HuffPostPol ...and ALL mass shooting are committed by gun owners (or relatives of).,https://twitter.com/a/status/742400418500710404,0.121188965,0.908784121,0.652255318,0.299478707,0.183383423,0.096578509
con,My favorite character better not have actually just died on @OutsidersWGN. I'll hold onto the hope he'll make a second incredible comeback.,https://twitter.com/a/status/824110183261601792,0.078508067,0.692281728,0.014938978,0.295054668,0.185239252,0.808419569
lib,"Add your name to commit to standing up for meaningful gun safety reform:
https://t.co/80qRPEs7eN",https://twitter.com/a/status/745079381018587137,0.243682704,0.015065335,0.309651703,0.515415592,0.431485711,0.577642772
lib,"Add your name to commit to standing up for meaningful gun safety reform:
https://t.co/teRvNxdCnL",https://twitter.com/a/status/745056167928356865,0.754444929,0.950594364,0.77589783,0.482350954,0.173805824,0.426072312
lib,My @ipsy also came today! (Two boxes two days in a row) This is my second favorite subscription.… https://t.co/gLLjqT50E5,https://twitter.com/a/status/809527700104892416,0.389942691,0.793142921,0.216023166,0.464361856,0.280047693,0.415260938
lib,"Give us a break. Oh wait, you are going to break again #USSenate going dark for 46days. After a 53 day break. Hard at work. #shame #disgust",https://twitter.com/a/status/782039214825308160,0.33013644,0.827443039,0.188868921,0.656431941,0.604620278,0.304853617
lib,"now that the alleged #NewYork bomber is a muslim its no longer an ""intentional"" attack but a terror attack...#stereotypes #annoying",https://twitter.com/a/status/777849576728498176,0.04880853,0.602152409,0.912258236,0.960779025,0.172856154,0.329343
lib,Senate votes on gun policy on MONDAY! Tell them to take action against #gunviolence NOW! #DisarmHate #Enough https://t.co/wSXDycYbVn,https://twitter.com/a/status/744694401411088384,0.617728483,0.683067565,0.809057654,0.851774471,0.613414519,0.276824332
con,@Jim_Gardner That's a No Brainier. I'm handicap &amp; could not get a gun permit which I think is BS. Record is clean. Thanks MTL PD😡,https://twitter.com/a/status/747522722834452480,0.125892584,0.641385739,0.852677203,0.018786385,0.042018789,0.064135266
lib,Late to your #jobinterview? Contact the interviewer ASAP for the best shot at a second chance.  https://t.co/pwnwvz5r3h,https://twitter.com/a/status/746140133078904832,0.969133327,0.842613714,0.443724533,0.957656413,0.890850137,0.943753219
con,"@gonzflow @eddiesubternal @trutherbotred Obama blames Trump, gun owners for Islamic Terrorist attacks.  List:  https://t.co/1cWXnlYVw3",https://twitter.com/a/status/743047312734314496,0.833062971,0.182903375,0.674809289,0.208451857,0.382035484,0.512475502
lib,@SenToomey you did not represent my views with your nay vote on gun laws today. I will #RememberinNovember,https://twitter.com/a/status/745097334065889280,0.19395948,0.207576278,0.176800065,0.679283006,0.913296485,0.158980737
con,"As Boomers, we need to do better in mentoring Gen-Xers and Millennials on how to change our culture.  Collectively that have a voice!",https://twitter.com/a/status/798699157758349312,0.139870413,0.401533162,0.324340401,0.914979376,0.318394143,0.906327349
lib,"People are going to turn this into a Muslim problem or a mental health problem. Anything to avoid blaming guns. No, GUNS ARE THE PROBLEM.",https://twitter.com/a/status/742024712683806720,0.550448502,0.460400481,0.468444767,0.053940677,0.376449651,0.006494558
con,"@realDonaldTrump And Again, IT IS THE PROBLEM WITH GUN CONTROL!!  This Moron does not get it!!",https://twitter.com/a/status/742058305485410304,0.122607579,0.906456527,0.571693194,0.195907369,0.757891233,0.761332056
con,House Democrats try to force gun control votes https://t.co/jOEyAK06yn,https://twitter.com/a/status/745409224428052481,0.08324578,0.074270657,0.046619737,0.908998392,0.732917762,0.770397062
lib,I liked a @YouTube video https://t.co/YGvwFDSIUD Supreme Beings of Leisure: Under the Gun,https://twitter.com/a/status/762039648214482944,0.688661347,0.810809472,0.180545731,0.767074676,0.934818747,0.98097123
lib,.@SenKaineOffice What will it take to get Congress to pass meaningful gun reforms?,https://twitter.com/a/status/742423121878241280,0.688094872,0.251611829,0.209589909,0.360440003,0.606218586,0.850085416
lib,.@RepAdamSmith What will it take to get Congress to pass meaningful gun reforms?,https://twitter.com/a/status/742414895056977921,0.891412783,0.419728756,0.164033414,0.250964226,0.740081137,0.834586977
lib,Great ESRC run with Vanessa and Todd tonight! Thanks for sticking around for a second loop so I don't have to... https://t.co/NjkW8IQVhm,https://twitter.com/a/status/773321241260335104,0.171986651,0.780455335,0.946430288,0.435149647,0.914807942,0.875192714
con,".@ShallowsMovie If the shark is still circling, I'd definitely #WaitToBeRescued, it would get me in one second flat. https://t.co/Buh3Uz5SnM",https://twitter.com/a/status/743869240856420353,0.388872226,0.352010327,0.88933939,0.12433584,0.307728695,0.374298219
lib,".@ShallowsMovie If the shark is still circling, I'd definitely #WaitToBeRescued, it would get me in one second flat. https://t.co/ZqnZne9wBc",https://twitter.com/a/status/744216132576382976,0.083762782,0.784054643,0.300154239,0.225202626,0.485406225,0.349639748
con,"@Cntrice19 He had an automatic weapon, banned since 1934.  So it was purchased illegally. No gun shop in the US can legally sell them.",https://twitter.com/a/status/742148849108668416,0.79875051,0.979602062,0.54179095,0.056340487,0.554895808,0.16537561
lib,"House Judiciary approves bills on revenge porn, inmate calls, gun rights https://t.co/HIbkL3rueX via @missoulian #MTPOL #MTLEG",https://twitter.com/a/status/825133024480153600,0.742096515,0.75905769,0.965832095,0.514909002,0.245803577,0.430970317
con,Watch Obama say gun control is the problem,https://twitter.com/a/status/754710333499985921,0.946692129,0.781395679,0.580532206,0.040385157,0.097354396,0.442404082
con,"Congrats, Great Britain on leaving the EU. Now, let's take a look at those gun laws
#Brexit",https://twitter.com/a/status/746209977061126145,0.129634202,0.54046624,0.543777335,0.878242783,0.471358182,0.648037075
lib,"Well America, it was a great run.  Hope you enjoy that gun to your head.  #election2016",https://twitter.com/a/status/796212733112963072,0.423036429,0.609739145,0.341322299,0.926508642,0.983204147,0.692064667
con,"Its the idiots that use the GUNS , that kill. And we allow assault rifles. HO FIGURE control guns  #debatenight",https://twitter.com/a/status/788927175617421314,0.110273691,0.142702797,0.794001084,0.794234931,0.496395627,0.310771576
con,With my luck how could there not be a guy on campus with a gun while I'm trying to order my cap and gown for graduation 😑,https://twitter.com/a/status/783424917664505856,0.568774508,0.292359932,0.249328317,0.97941585,0.305344969,0.81506304
lib,"‘Pecs And Pups’ Calendar Will Help Give Abused, Abandoned Pets A Second Chance https://t.co/SyZYOroK7v",https://twitter.com/a/status/788735254731317248,0.875267129,0.173918791,0.162867546,0.238071406,0.096824319,0.092741395
lib,My new race strategy: electrolyte based drinks for the first half and coffee based for second half. Go Des! #hero @des_linden,https://twitter.com/a/status/764815401104596992,0.609115899,0.024159492,0.25058847,0.375101871,0.068675207,0.399889713
lib,"Control the sell that sometimes ruins your dreams, believe in yourself, and in the gift of the secret, your control. https://t.co/SAb1t8po2K",https://twitter.com/a/status/749752159391080448,0.128031432,0.24784336,0.184222801,0.969412704,0.533134053,0.099446519
lib,"WHOA!!!!!! Tyler Perry.............. My hat is off to you! Now that was a season finale, second to none!!! #Katherine! #HAHN! #IwasntREADY!",https://twitter.com/a/status/773400389446168576,0.030679025,0.406386695,0.378994949,0.402672506,0.083379506,0.466624404
lib,@maddow mmmm I think you said it backwards #NoBillNoBreak great show!!,https://twitter.com/a/status/745791048237092864,0.696364466,0.381143621,0.187088329,0.039757784,0.643766065,0.935334167
con,"You suck at all your jobs @SpeakerRyan , you endorse racism and you're a coward. #NoBillNoBreak   https://t.co/5hZNIxRYSN",https://twitter.com/a/status/745784896501620736,0.207512993,0.355403261,0.195014249,0.976122295,0.676117402,0.733386927
lib,"@AugustAlsina It's in God's word ""Be Angry, but do not sin"" no I don't think it should be an eye for an eye, but we need to take a stand! 🙏",https://twitter.com/a/status/751014285304889345,0.819618197,0.183882155,0.126653438,0.469054723,0.089063958,0.018062387
con,"Trump is our president, like it or not... and we need to pray over him, and be united, not divided! God is in control not him... #thetruth",https://twitter.com/a/status/823374502738481152,0.053250627,0.121980122,0.670741738,0.668001295,0.329818022,0.019303837
lib,I asked my little sister to get ice cream with me. She said she doesn't eat past 7pm. My 13 year old sister has more self control than me.,https://twitter.com/a/status/755602545091969024,0.210729089,0.966414566,0.361571416,0.621386283,0.942039729,0.172744015
con,Obama's ATF calls for national data base of gun owners https://t.co/QajUjgWokb,https://twitter.com/a/status/760461246671958022,0.740863672,0.804391956,0.495787884,0.865039433,0.399985874,0.650041135
lib,"@MarkoftheBuzz THIS HAS TO STOP. I just don't understand. No one should be afraid of a police officer. Respect, yes, fear for your life, NO.",https://twitter.com/a/status/750915784327700480,0.49902367,0.428988464,0.084996334,0.854869932,0.248042263,0.936492445
lib,@repjoecrowley thank you! We are grateful for your perseverance! #NoBillNoBreak,https://twitter.com/a/status/746011793286258688,0.989313159,0.447772586,0.252237819,0.991619031,0.777413206,0.473278009
lib,@6Foot4Honda got mine done wish I got big Mac meal for it first nips alright but they went through something on second popped thought I died,https://twitter.com/a/status/809153351279489024,0.467605911,0.185663611,0.398854737,0.646843426,0.472565783,0.599983166
lib,@BlogOrlandoCity I don't think he's going to pause for messages during the game. But we'll see how the second half develops.,https://twitter.com/a/status/746139203222769664,0.245264681,0.66374819,0.436633522,0.289732942,0.422614698,0.619068386
lib,I attended K-12 public school and 3 public universities (in 3 states).  I'd like to challenge Betsy DeVos to a quiz bowl! #HoldTheFloor,https://twitter.com/a/status/828832335885852672,0.577544742,0.163089521,0.216507521,0.945840036,0.973806592,0.69225595
lib,@LindseyGrahamSC @POTUS was not weak.  He was smart.  Shame on you for spinning this instead of addressing the issue.,https://twitter.com/a/status/809868399786524673,0.570188372,0.808709627,0.532608911,0.049997898,0.656487513,0.029963765
lib,"Twitter Profile ORANGE today 4 2nd Annual National Gun Violence Prevention Day! Happy Birthday, @HadiyasPromise #WearOrange #WearOrange2016",https://twitter.com/a/status/738352348162973701,0.06031105,0.431063766,0.165838864,0.467276751,0.363769351,0.57502807
con,To all Hillary and pro gun control people.  @CloydRivers #merica https://t.co/y40xr0S1oB,https://twitter.com/a/status/765760117333757954,0.683677836,0.599431078,0.904209242,0.354541963,0.005332401,0.204675326
lib,Intersectionality continues to fracture the left &amp; leads to an inability to unite behind a singular issue. Wrong-th… https://t.co/xumHAt07gO,https://twitter.com/a/status/821633437417218048,0.433551851,0.021299111,0.308772284,0.694583523,0.563178316,0.095316239
lib,Republicans to stage a take over this evening of the Democrats sit in over gun legislation. Only live coverage is... https://t.co/BxU5fEgfjb,https://twitter.com/a/status/745757561874489344,0.124601484,0.413718773,0.081384304,0.839287481,0.514409161,0.855948503
lib,Just my luck to binge watch @LimitlessCBS on @netflix only to realize it was cancelled which means no second season 😔😭,https://twitter.com/a/status/772639908124954624,0.88034417,0.140314597,0.78471454,0.141890342,0.94328717,0.438376836
lib,Proud of House Democrats for representing the people instead of the NRA. #NoBillNoBreak,https://twitter.com/a/status/745944452859068416,0.579039216,0.594110861,0.670879945,0.706316337,0.661808536,0.760276095
lib,@RepDold thank you for standing up for common sense gun regulation.  #EnoughIsEnough,https://twitter.com/a/status/743284014820167680,0.575042491,0.11058707,0.160837113,0.638223235,0.790458987,0.231108139
con,"Join myself, the Nevada GOP &amp; 790 Talk Now at Neche inside Town Square Las Vegas for the second Presidential Debate… https://t.co/Q2bktyuNXX",https://twitter.com/a/status/784481676403486720,0.991194385,0.65021582,0.60831246,0.380552582,0.301170053,0.944586923
con,"The mainstream media has shown its hand. So corrupt and deceitful, thinking we don't know what's up. You're done, your control is over.",https://twitter.com/a/status/787497337589473280,0.971593105,0.653740511,0.579036125,0.035520924,0.943226828,0.012698559
con,@HAGOODMANAUTHOR They don't care about who's a better candidate when they can use extortion and put the gun that is Trump to our head,https://twitter.com/a/status/754091350572883968,0.760533939,0.740652258,0.238093194,0.879151809,0.60178446,0.336249693
lib,Just introduced @thebigdyl13 to @diandraasbaty s Queens win. Probably one of the best women's victories second to @KellyAKulick TOC.,https://twitter.com/a/status/813980279106781184,0.372244873,0.230134199,0.935534812,0.438358078,0.372473168,0.470398353
lib,"#modernslavery movement is at a tipping point caused by change in attitude, political will + spotlight on issue. @JulieBishopMP #Achieve8_7",https://twitter.com/a/status/778695125278961665,0.651798778,0.133062658,0.604514564,0.986190286,0.50830302,0.709942758
con,"Rioting.Memories.""Give Us Barrabas.""
Sanity &amp; morality r always refuted.Its not an American problem. Its a heart issue.",https://twitter.com/a/status/797214843505954816,0.509761945,0.679799999,0.308362074,0.867461508,0.713248434,0.462464282
lib,"Gun control is a measure to decrease violence in this country, but to truly eliminate violence we must fight hate.",https://twitter.com/a/status/742025531252695040,0.352364347,0.471537576,0.062606569,0.290134137,0.140466511,0.563023206
con,@AugustaNewman13 @JoyAnnReid @Prri  and they call gun owners paranoid lmao,https://twitter.com/a/status/776100597657247744,0.623086067,0.575630227,0.146931163,0.629447457,0.972635309,0.017061073
lib,@igorvolsky @JoyAnnReid im still very confused as to why @SenatorHeitkamp supports this gun bill but not the others. Have any insight?,https://twitter.com/a/status/745634705677107200,0.106269954,0.94199255,0.012464766,0.420778115,0.53516827,0.210508909
lib,AT LAST. #NoBillNoBreak #holdthefloor https://t.co/PTnBnva5aH,https://twitter.com/a/status/745723353856675840,0.693068238,0.180371126,0.025398105,0.105326204,0.546201291,0.773891147
lib,When the Republicans hate on @periscopeco but Dems give ZERO fucks #NoBillNoBreak,https://twitter.com/a/status/745878088123297792,0.571365418,0.39661178,0.610485972,0.629131252,0.430718816,0.73396558
lib,"Smith &amp; Wesson's gun sales boosted profits by 50% on last year

https://t.co/B6boksrcGe
LOOK AT GUN SALE TREND",https://twitter.com/a/status/743725678130925569,0.199665714,0.713134776,0.816778327,0.481652735,0.313001655,0.319957544
lib,"@sarahpatte ""I can go the distance, if I find my way..."" Yeah, about that second part... Where am I supposed to be going? #Hercules",https://twitter.com/a/status/789478480648015872,0.42616344,0.793088331,0.641034128,0.007809793,0.494584554,0.529884275
lib,I made The @sandyhook Promise to protect children from gun violence. Make yours at https://t.co/9QxpBDwr6p #ProtectOurKids,https://twitter.com/a/status/806967132009402369,0.420581221,0.576301289,0.282252352,0.477884153,0.425720722,0.771010058
lib,We stand with you!!  @HouseDemocrats   #goodtrouble #NoBillNoBreak https://t.co/Vvq2tc24qW,https://twitter.com/a/status/746063096477671424,0.716182713,0.546106197,0.645689561,0.071393399,0.131297277,0.518702923
lib,@ConserveMom21 American citizens. You don't need them. More people die from gun related deaths,https://twitter.com/a/status/825843720381607936,0.964192491,0.425598891,0.556439233,0.167552723,0.262826433,0.730485524
con,#2A #AllLivesMatter I said it before - this gun violence has to stop!  Enough already - I support the 2A but this is no longer about that!,https://twitter.com/a/status/754742041364443136,0.927576841,0.077373401,0.011504747,0.060019482,0.647566072,0.101141469
con,@RepEsty Way to take a stand! #NoBillNoBreak https://t.co/Ypq5N8CjMH,https://twitter.com/a/status/755459839338373120,0.675755508,0.261995495,0.398002349,0.603537071,0.100675449,0.512784242
lib,Northsiders rally against the recent surge in gun violence. By @JamesLStroudJr  https://t.co/bTEjIJ2Spp,https://twitter.com/a/status/740277308502708224,0.485138131,0.017174554,0.652713239,0.62142756,0.52879339,0.582166172
con,Howard Stern weighs in on gun control debate following Orlando attack via the @FoxNews App https://t.co/FjhReTqKUs,https://twitter.com/a/status/743876366509182976,0.744607844,0.250074993,0.911813433,0.479399496,0.132497039,0.626649022
lib,@zesty_pistons Pope was beat the entire game and shot bricks!  Where was   Bullock in second half?,https://twitter.com/a/status/825538710452199424,0.643338246,0.260035168,0.900194613,0.77399077,0.958764964,0.484584257
lib,@TtotheRance oh I thought that was in Kernersville for a second 😅,https://twitter.com/a/status/784972440166367232,0.048176203,0.714190045,0.845665513,0.578178153,0.782834768,0.379263608
con,"@eaglescentral which do you think happens first: Fipp as HC somewhere, or Schwartz gets second chance",https://twitter.com/a/status/790371963436802048,0.075635003,0.774440345,0.66501982,0.478368227,0.81611458,0.681146923
con,"@TuckerCarlson

All gun sales in Indiana require background checks even at gun shows",https://twitter.com/a/status/816471800737656833,0.135743161,0.528687946,0.198264429,0.991019548,0.493118619,0.814384399
con,"Obama’s CIA Director Threw Cold Water on Hillary Gun Control Talking Point, Said No-Fly Lists Are Unfair –  https://t.co/Ni3sr2S0A1",https://twitter.com/a/status/745267520823758848,0.891744259,0.169468465,0.82651312,0.782211611,0.730725021,0.670148123
con,So many desserts in my house and one of my resolutions was to work on self control with food but I'm weak😩,https://twitter.com/a/status/815744839056822276,0.162159296,0.477127103,0.822167227,0.159056016,0.63992466,0.584533905
lib,"Watching the @HouseDemocrats sit-in for #NoBillNoBreak like:

#preach https://t.co/gAq9GEjOlH",https://twitter.com/a/status/745823157114679296,0.928750482,0.570917865,0.450525848,0.484175792,0.827290124,0.6936502
lib,Stand up against gun violence: write your members of Congress NOW! #OrlandoUnited https://t.co/p3Xz4n43Ji,https://twitter.com/a/status/742920358747996160,0.307346381,0.569514918,0.633951221,0.175834325,0.839412888,0.053634516
lib,@SpeakerRyan @HouseGOP He certainly is. Call for a vote. #NoBillNoBreak https://t.co/ETTupX5rh4,https://twitter.com/a/status/745781691395022848,0.372658335,0.334794452,0.587141989,0.55146262,0.196824303,0.050313442
con,@hardball_chris Hillary Clinton is being investigated by the FBI. The Dems are ready to pass this new gun bill that would include her.Worry?,https://twitter.com/a/status/743589614993039360,0.91926462,0.668030272,0.497481523,0.576933959,0.148868232,0.655893093
lib,"Up Man U!!! You answer, I shoot u. #CHEMUN. I rep Arsenal and guess what? Gun full my Arsenal.",https://twitter.com/a/status/790232010409127936,0.086563667,0.051812234,0.67494657,0.156808596,0.613199789,0.49773946
lib,"@AvydCEO does not need to be a web developer to understand this. If you are a owner, who happens to hire 19 web developers; you have control",https://twitter.com/a/status/750032018575020032,0.574867184,0.051017179,0.710596063,0.2895462,0.766749464,0.351498961
