,tweetId,tweetIdx,group,content,rawContent,screenName,valence,valenceGrpPred,valenceSeq,valenceSeqRank,dominance,dominanceGrpPred,dominanceSeq,dominanceSeqRank,care,careGrpPred,careSeq,careSeqRank,fairness,fairnessGrpPred,fairnessSeq,fairnessSeqRank,loyalty,loyaltyGrpPred,loyaltySeq,loyaltySeqRank,authority,authorityGrpPred,authoritySeq,authoritySeqRank,purity,purityGrpPred,puritySeq,puritySeqRank,pred,prob,pdpValue,clusterId
294,743319430042550273,294,1,"<user> just got back from a dinner with two tn gun owners who agree with stricter gun backround checks , help protect america <hashtag> vote yea </hashtag>","<user> just got back from a dinner with two tn gun owners who agree with stricter gun backround checks , help protect america <hashtag> vote yea </hashtag>",User294,0.833333333,1,with stricter gun backround checks,3.172541808,0.791666667,1,gun owners who agree with stricter gun backround checks,3.298828783,3,1,gun owners who agree with stricter gun backround checks,3.23575618,2,1,gun owners who agree with stricter gun backround checks,2.83976804,3,0,help protect america,2.96440388,3,0,gun owners who agree with stricter gun backround checks,2.854380903,1,0,<user>,0.203672854,1,1.0,,8
295,795354976901922816,295,0,<user> we already have sensible gun control .,<user> we already have sensible gun control .,User295,0.583333333,0,gun control,0.490915795,0.416666667,0,<user> we already have sensible gun control,3.298037829,0,0,<user> we already have sensible gun control,3.158603222,1,1,<user> we already have sensible gun,2.861455126,2,0,<user> we,0.884642578,2,0,already have,2.034452901,1,0,<user>,0.164842676,1,0.5333333333,,0
296,742029564558364672,296,0,<user> <user> wrong more gun laws just mean less good people can have them and more criminals can !,<user> <user> wrong more gun laws just mean less good people can have them and more criminals can !,User296,0.166666667,0,gun laws just mean less good people can have,3.164605929,0.416666667,0,gun laws just mean less good people can have,3.297801193,2,0,good people can have them and more criminals can,2.928254061,0,0,gun laws,0.516119525,2,0,good people can have them and more criminals can,3.606047889,0,1,wrong more gun laws just,3.24163999,1,0,<user>,0.194634337,0,0.3008130081,,3
297,769947541295116289,297,1,<user> <user> which one is terrorist ? the person who has gun or without of gun,<user> <user> which one is terrorist ? the person who has gun or without of gun,User297,0.354166667,0,person who has gun or without of,3.297979232,0.416666667,0,the person who has gun or without of,3.297671298,0,1,the person who has gun or without of,2.719046553,1,0,who has gun or without of,2.915096236,2,0,<user> <user> which,2.784816039,2,0,one is,2.50350774,1,0,<user>,0.178128215,0,0.3095238095,,0
298,819280844078641153,298,0,<user> <user> oh look another hollywood liberal who does not believe in the second amendment but use guns to make movies . <repeated>,<user> <user> oh look another hollywood liberal who does not believe in the second amendment but use guns to make movies . <repeated>,User298,0.458333333,0,the second amendment but use guns to make movies,2.167494174,0.395833333,0,look another hollywood liberal who does not believe in,3.296517489,0,0,the second amendment but use guns to make movies,2.502904895,0,0,amendment,0.262429359,2,0,<user> <user> oh,1.831035815,2,0,hollywood liberal,2.627789587,1,0,<user>,0.195555511,0,0.3095238095,,0
299,753644087161475073,299,1,attention all . <repeated> we must work together to end gun violence <url> via <user>,attention all . <repeated> we must work together to end gun violence <url> via <user>,User299,0.729166667,1,work together to end gun violence <url> via,3.420734627,0.8125,1,must work together to end gun violence <url> via,3.29644628,3,1,<repeated> we must work,2.541674634,2,1,<repeated> we must work together to end,2.933489833,3,0,we,0.46647569,2,0,attention,1.943553576,1,0,attention,1.60841132,1,0.8709677419,,2
300,743275321735155712,300,0,"<user> <user> hollow "" thoughts and prayers "" when you do <allcaps> nothing </allcaps> about gun violence except take money from the <allcaps> nra </allcaps> . <allcaps> shame </allcaps> !","<user> <user> hollow "" thoughts and prayers "" when you do <allcaps> nothing </allcaps> about gun violence except take money from the <allcaps> nra </allcaps> . <allcaps> shame </allcaps> !",User300,0.145833333,1,shame,0.800025927,0.229166667,0,nothing </allcaps> about gun violence except take money from,3.295690465,2,0,violence except take money from the <allcaps> nra </allcaps>,2.423925508,0,1,violence except,2.125310249,0,1,when you do,2.046236552,0,0,<user> <user> hollow,2.525298319,0,0,violence except take money from the <allcaps> nra </allcaps>,2.655921654,0,0.4363636364,,1
301,738590930744147970,301,1,proud to <hashtag> wear orange </hashtag> to stop gun violence . thanks for your continued leadership president obama <user> <url>,proud to <hashtag> wear orange </hashtag> to stop gun violence . thanks for your continued leadership president obama <user> <url>,User301,0.979166667,1,proud,2.333577235,0.875,1,thanks for your continued leadership president obama <user>,3.295063443,3,1,proud,1.437004091,2,1,wear orange </hashtag> to stop gun violence,2.997510659,3,0,wear orange </hashtag> to,2.860283577,3,0,obama,0.511727195,1,0,proud,0.589608378,1,1.0,,8
302,745043074838073345,302,1,i love waking up from an unexpected nap to tweet with lucifer about gun control . 😷,i love waking up from an unexpected nap to tweet with lucifer about gun control . 😷,User302,0.541666667,1,unexpected nap to tweet with lucifer about gun control,3.701080961,0.354166667,1,waking up from an unexpected nap to tweet with,3.29415806,2,1,unexpected nap to tweet with lucifer about gun control,2.887195094,1,0,tweet with lucifer about gun control,3.147679756,2,0,unexpected nap to tweet with lucifer about gun control,2.52416047,2,0,i,0.316303832,1,0,i,0.222715966,0,0.3095238095,,7
303,742750136648925184,303,0,"<user> <number> muslim murderer with a gun doesn ' t represent islam , yet he <allcaps> does </allcaps> represent <allcaps> all </allcaps> american gun owners ! really ? <user>","<user> <number> muslim murderer with a gun doesn ' t represent islam , yet he <allcaps> does </allcaps> represent <allcaps> all </allcaps> american gun owners ! really ? <user>",User303,0.145833333,0,does </allcaps> represent <allcaps> all </allcaps> american gun owners,1.996996402,0.375,0,<number> muslim murderer with a gun doesn,3.293970212,0,0,<user> <number> muslim murderer with a gun doesn,2.643559939,0,0,murderer,1.568997519,2,0,does </allcaps> represent <allcaps> all </allcaps> american gun owners,2.79681165,2,0,<user>,0.29508979,1,0,does </allcaps> represent <allcaps> all </allcaps> american gun owners,1.921933737,0,0.3095238095,,0
304,762063838971764736,304,0,this is what <allcaps> bho </allcaps> wants . that is why he is pushing gun control . <url>,this is what <allcaps> bho </allcaps> wants . that is why he is pushing gun control . <url>,User304,0.395833333,0,that is why he is pushing gun control,3.174277175,0.333333333,0,is why he is pushing gun control,3.292795958,0,0,that is why he is pushing gun control,2.90972382,1,0,pushing,1.545243193,2,0,that is why he is pushing gun control,3.234095968,2,1,that is why he is pushing gun control,3.062318932,1,0,this,0.378903762,0,0.3095238095,,0
305,785521314417086464,305,1,<user> needs to get my city out of his mouth . he does not care about the people dying from gun violence . he does not care .,<user> needs to get my city out of his mouth . he does not care about the people dying from gun violence . he does not care .,User305,0.083333333,1,dying,0.744361606,0.229166667,1,not care about the people dying from gun violence,3.292068864,2,1,not care about the people dying from gun violence,3.441614607,1,0,dying,1.489255759,0,1,needs to get my city out of his mouth,3.202099751,0,1,he does not care about the people,3.201846179,1,0,<user>,0.191281958,0,0.4363636364,,1
306,742031168179036160,306,1,worship and pray for the victims and our country to stop this madness of gun violence and racism and homophobia . <url>,worship and pray for the victims and our country to stop this madness of gun violence and racism and homophobia . <url>,User306,0.5625,1,homophobia,1.706678377,0.375,1,this madness of gun violence and racism and homophobia,3.290756343,1,1,this madness of gun violence and racism and homophobia,2.978260096,2,1,this madness of gun violence and racism and homophobia,2.233200964,3,0,our country to stop this madness of gun violence,2.760801203,2,0,worship,2.074540411,2,1,this madness of gun violence and racism and homophobia,2.548051285,1,1.0,,5
307,763249038552625152,307,1,"if valve will not develop l4d3 , nothing you can do folks . although the second amendment people , maybe there is , i dont know","if valve will not develop l4d3 , nothing you can do folks . although the second amendment people , maybe there is , i dont know",User307,0.541666667,1,if,1.566506969,0.25,1,if valve will not develop l4d3,3.290674762,0,1,if valve will not develop l4d3,2.083517982,1,1,amendment,0.227814852,2,0,if valve,2.396443209,0,1,if,0.452487508,1,0,if,0.357556979,0,0.4363636364,,6
308,742515050079002626,308,0,banning guns will not stop criminals who already have illegal guns .,banning guns will not stop criminals who already have illegal guns .,User308,0.3125,0,will not stop criminals who already have illegal guns,2.861925752,0.208333333,0,will not stop criminals who already have illegal guns,3.290107176,0,0,will not stop criminals who already have illegal guns,3.508854269,0,0,banning guns will not stop criminals,3.085883178,2,0,who already have illegal guns,2.820644034,2,0,banning,1.713928659,1,0,banning,1.512830903,0,0.16,,0
309,742337892228308992,309,0,<user> gun violence is the problem !,<user> gun violence is the problem !,User309,0.3125,0,problem,0.984044687,0.375,0,<user> gun violence is the problem,3.290055165,2,0,<user> gun violence is the problem,2.693850853,1,0,<user> gun violence is the,2.926042843,2,0,<user> gun violence is the problem,2.885023785,0,1,<user> gun violence,1.535262782,1,0,<user>,0.157395774,0,0.3008130081,,3
310,800087863756865536,310,0,gun <allcaps> control </allcaps> does not work ! stop the madness ! <hashtag> 2 nd amendment </hashtag> <url>,gun <allcaps> control </allcaps> does not work ! stop the madness ! <hashtag> 2 nd amendment </hashtag> <url>,User310,0.229166667,0,2 nd amendment,2.278862979,0.229166667,0,gun <allcaps> control </allcaps> does not work,3.289995974,2,0,gun <allcaps> control </allcaps> does not work,3.293983745,0,0,amendment,0.211569226,2,0,stop,0.656264614,2,0,gun,0.260258293,1,0,gun,0.304559585,0,0.4666666667,,4
311,788913496033374209,311,0,"hillary - "" dozens of toddlers are killed with guns every year . we need limits on second amendment . "" * pro choice * ? . <repeated>","hillary - "" dozens of toddlers are killed with guns every year . we need limits on second amendment . "" * pro choice * ? . <repeated>",User311,0.270833333,0,dozens of toddlers are killed with guns every year,2.392149758,0.25,0,dozens of toddlers are killed with guns every year,3.289434243,2,0,dozens of toddlers are killed with guns every year,3.90984139,1,0,dozens of toddlers,2.324982726,2,0,dozens of toddlers are killed with guns every year,2.114391703,0,1,dozens of toddlers are killed,2.95101956,1,0,hillary,0.568157224,0,0.4363636364,,3
312,745269805704437761,312,0,white house denounces senators as cowards on gun control <url> via <user>,white house denounces senators as cowards on gun control <url> via <user>,User312,0.479166667,0,denounces senators as cowards on gun control <url> via,3.3196655,0.375,0,denounces senators as cowards on gun control <url> via,3.288785192,0,0,denounces senators as cowards on gun control <url> via,3.025363618,0,0,house denounces senators as cowards on gun control <url>,3.196949347,2,0,denounces senators as cowards on gun control <url> via,3.464832692,0,1,denounces senators as cowards on gun control <url> via,3.435916827,1,0,white,1.587603391,0,0.3008130081,,6
313,755104253287346176,313,1,""" to me , this is not so much about gun control as it is about what ’ s in men ’ s hearts . "" how do we control that ? <url>",""" to me , this is not so much about gun control as it is about what ’ s in men ’ s hearts . "" how do we control that ? <url>",User313,0.583333333,1,we control that,2.366699713,0.333333333,0,not so much about gun control as it is,3.287132638,0,1,about what ’ s in men ’ s hearts,2.973561509,0,0,gun control,0.451338069,2,0,about what ’ s in men ’ s hearts,3.147854659,2,0,to me,1.621399852,1,0,about what ’ s in men ’ s hearts,1.810596837,1,1.0,,0
314,755464301905866752,314,0,liberal gets owned on gun control ! <url> via <user>,liberal gets owned on gun control ! <url> via <user>,User314,0.541666667,0,liberal gets owned on gun control,2.853835162,0.354166667,0,liberal gets owned on gun control,3.286647091,0,0,liberal gets,1.987670225,1,0,liberal gets owned,2.549574274,2,0,liberal gets owned on gun control,3.042093604,2,0,liberal,0.768860472,1,0,liberal,0.980781155,0,0.3095238095,,0
315,794327093144272897,315,1,petition update - new parliamentary friends of gun control group created <url> via <user>,petition update - new parliamentary friends of gun control group created <url> via <user>,User315,0.729166667,0,created,1.282837225,0.541666667,0,parliamentary friends of gun control group created <url> via,3.286210427,0,0,parliamentary friends of gun control group created,3.279040819,2,1,petition update,1.942359496,2,0,parliamentary friends of gun control group created <url> via,3.561185977,2,0,petition,1.523458867,1,0,petition,1.637353928,1,0.9090909091,,5
316,743284047015718912,316,0,"<user> , another democrat blaming the gun not the user . shes lost from reality","<user> , another democrat blaming the gun not the user . shes lost from reality",User316,0.166666667,0,another democrat blaming the gun not the user,2.546348164,0.208333333,0,another democrat blaming the gun not the user,3.284608061,0,0,another democrat blaming the gun not the user,2.618484077,0,0,democrat blaming the,2.41175249,2,0,<user>,0.258430032,3,1,democrat blaming the,2.528489318,1,0,<user>,0.186908812,0,0.16,,0
317,751312803412094976,317,1,thoughts and prayers with the officers and their families in dallas ! no innocent lives should be lost / altered in senseless gun violence .,thoughts and prayers with the officers and their families in dallas ! no innocent lives should be lost / altered in senseless gun violence .,User317,0.625,1,altered,1.700432355,0.416666667,1,no innocent lives should be lost,3.283491719,1,1,prayers with the officers and their families in dallas,2.238198849,0,1,no innocent lives should be lost,2.849325556,3,0,prayers with the officers and their families in dallas,3.552846967,2,0,thoughts,0.75186267,1,0,prayers with the officers and their families in dallas,2.100373266,0,0.1666666667,,0
318,746122937699282945,318,0,"boom , boom , hillary and the gun control lobby : <url> via <user>","boom , boom , hillary and the gun control lobby : <url> via <user>",User318,0.479166667,0,hillary and the gun control lobby,2.65428061,0.375,0,hillary and the gun control lobby,3.283452236,0,0,hillary and the gun control lobby,2.824166877,1,0,gun control,0.491728262,2,0,hillary and the gun control lobby,3.199725717,3,0,hillary and the gun control lobby,3.189025006,1,0,boom,1.646457794,0,0.35,,0
319,743262470366703617,319,1,<user> <user> thank you for working to secure our safety and reduce gun violence . may god bless you !,<user> <user> thank you for working to secure our safety and reduce gun violence . may god bless you !,User319,0.916666667,1,working,2.296879257,0.791666667,1,working to secure our safety and reduce gun violence,3.283249156,3,1,<user>,0.585080139,2,1,working to secure our safety and reduce gun violence,3.046172991,3,0,you for working to secure our safety and reduce,3.224069241,3,0,working to secure our safety and reduce gun violence,3.224046829,2,1,god bless you,1.912327025,1,1.0,,8
320,743130333328072704,320,1,i support and stand with <user> and gun control . let us do this . <hashtag> enough </hashtag> . <url>,i support and stand with <user> and gun control . let us do this . <hashtag> enough </hashtag> . <url>,User320,0.958333333,1,gun control,0.527229011,0.958333333,1,i support and stand with <user> and gun control,3.282062158,3,1,gun,0.281546435,2,1,i support and stand with <user> and,3.445209632,3,0,enough </hashtag>,0.732899907,3,0,and,0.528866695,1,0,i,0.265232503,1,1.0,,8
321,738202109951246337,321,0,<user> of course not . but am i wrong in saying that you favor gun control because it makes people more safe ?,<user> of course not . but am i wrong in saying that you favor gun control because it makes people more safe ?,User321,0.458333333,0,saying,0.8492985,0.333333333,0,favor gun control because it makes people more safe,3.281482279,0,1,favor gun control because it makes people more safe,3.120921297,1,0,favor,1.323802836,2,0,people more safe,2.835437112,2,1,you favor,2.575997491,1,0,<user>,0.189947726,0,0.3095238095,,0
322,742069166744690690,322,0,"<user> completely ignoring the gun issue and "" bigging "" himself up with a bit of islamaphobia . <repeated> what a complete twat . <repeated> <hashtag> orlando </hashtag>","<user> completely ignoring the gun issue and "" bigging "" himself up with a bit of islamaphobia . <repeated> what a complete twat . <repeated> <hashtag> orlando </hashtag>",User322,0.083333333,0,<user> completely ignoring the gun issue and,2.751300417,0.354166667,0,<user> completely ignoring the gun issue and,3.281197821,2,0,himself up with a bit of islamaphobia,2.849415847,0,0,ignoring,1.469957362,0,0,orlando,0.321197865,0,0,ignoring,1.489301766,2,0,<user>,0.185841218,0,0.4363636364,,1
323,742045015946330112,323,0,<user> how about we try mooslem control instead of gun control,<user> how about we try mooslem control instead of gun control,User323,0.291666667,0,how about we try mooslem control instead of gun,3.028609946,0.354166667,0,how about we try mooslem control instead of gun,3.28097394,3,0,how about we try mooslem control instead of gun,3.07054776,0,0,mooslem control instead of gun,2.53212558,2,0,<user>,0.255506371,2,1,<user>,0.299667987,0,0,how about we try mooslem control instead of gun,2.972037016,0,0.0,,4
324,747603415891480578,324,1,can you thank <user> for his leadership on gun violence ? send a message : <url> via <user>,can you thank <user> for his leadership on gun violence ? send a message : <url> via <user>,User324,0.958333333,1,his,2.023381838,0.729166667,1,you thank <user> for his leadership on gun violence,3.280784481,3,1,gun,0.275334572,2,1,for his leadership on,2.942951155,3,0,you thank <user> for his leadership on gun violence,3.187976467,3,1,you thank <user> for his leadership on gun violence,3.413108266,1,0,can,0.699489035,1,1.0,,8
325,759287147899850752,325,1,the <allcaps> nra </allcaps> accidentally made a great case for gun control at the republican convention via <user> <url>,the <allcaps> nra </allcaps> accidentally made a great case for gun control at the republican convention via <user> <url>,User325,0.625,0,accidentally made a great case for gun control,3.259998375,0.479166667,0,for gun control at the republican convention via <user>,3.279446185,3,1,republican,1.757618653,1,0,<allcaps> nra </allcaps> accidentally,2.506029688,2,0,for gun control at the republican convention via <user>,4.187746703,2,0,for gun control at the republican convention via <user>,2.24441507,1,0,the,0.297660649,1,0.75,,9
326,816436951993712642,326,0,<user> this gun control clown is killing me with his senselessness . shut him <allcaps> down </allcaps> . ar15 same as class <number> . <repeated> <hashtag> moronic </hashtag>,<user> this gun control clown is killing me with his senselessness . shut him <allcaps> down </allcaps> . ar15 same as class <number> . <repeated> <hashtag> moronic </hashtag>,User326,0.104166667,0,this gun control clown is killing me with his,3.424092782,0.395833333,0,this gun control clown is killing me with his,3.27736908,2,0,gun control clown is killing me with his senselessness,3.78074166,1,0,moronic,1.641397328,2,1,moronic,1.196123365,2,0,this,0.363350184,1,0,<user>,0.200936431,0,0.3095238095,,7
327,805505851041652736,327,0,gun used in paris terrorist attacks came from obama and holder ' s ' fast and furious ' operation <url> via <user>,gun used in paris terrorist attacks came from obama and holder ' s ' fast and furious ' operation <url> via <user>,User327,0.541666667,0,in paris terrorist attacks came from obama and holder,2.580844678,0.4375,0,in paris terrorist attacks came from obama and holder,3.277259055,0,0,in paris terrorist attacks came from obama and holder,2.901407791,0,0,attacks came,2.438415898,2,0,in paris terrorist attacks came from obama and holder,2.451240458,0,1,fast and furious,2.973871966,1,0,gun,0.289735968,0,0.3008130081,,6
328,745052674475720704,328,1,<user> <user> <user> <user> look at other countries with better gun laws and less gun violence .,<user> <user> <user> <user> look at other countries with better gun laws and less gun violence .,User328,0.583333333,0,countries with better gun laws and less gun violence,3.322265008,0.541666667,0,countries with better gun laws and less gun violence,3.27693112,3,0,countries with better gun laws and less gun violence,2.943068805,2,0,gun laws and less gun,2.684261717,2,0,<user> <user> <user> <user> look at other,3.29813428,2,0,<user> <user> look at other countries with better gun,3.531848996,1,0,<user>,0.19490531,1,0.5243902439,,2
329,742058749616066562,329,0,this is what ' s wrong with america . we do not need more gun laws we need better citizens . <repeated> <url>,this is what ' s wrong with america . we do not need more gun laws we need better citizens . <repeated> <url>,User329,0.333333333,0,not need more gun laws we need better citizens,3.099001697,0.333333333,0,not need more gun laws we need better citizens,3.276499404,2,0,not need more gun laws we need better citizens,2.981606516,1,0,gun laws we need,2.464215725,2,0,not need more gun laws we need better citizens,2.936562097,2,0,we do not,2.610088935,1,0,this,0.398475846,0,0.3095238095,,7
330,801476927659868160,330,1,<hashtag> thankful </hashtag> for our <hashtag> florida </hashtag> moms who proudly marched <user> to honor victims of gun violence <user> <hashtag> happy thanksgiving </hashtag> <url>,<hashtag> thankful </hashtag> for our <hashtag> florida </hashtag> moms who proudly marched <user> to honor victims of gun violence <user> <hashtag> happy thanksgiving </hashtag> <url>,User330,0.979166667,1,honor,2.307697942,0.916666667,1,marched <user> to honor victims of gun violence <user>,3.276340252,3,1,gun,0.273833381,2,1,marched <user> to honor victims of gun violence <user>,2.404021471,3,0,florida </hashtag> moms who proudly marched <user> to honor,3.023087834,2,0,thankful,1.669297512,1,0,marched <user> to honor victims of gun violence <user>,2.059888618,1,0.9,,2
331,780595965598183424,331,0,<user> restricting legal gun sales will not do anything . stopping illegal gun sales will .,<user> restricting legal gun sales will not do anything . stopping illegal gun sales will .,User331,0.5625,0,<user> restricting legal gun sales will not do anything,2.590240295,0.5,0,<user> restricting legal gun sales will not do anything,3.275520686,3,0,<user> restricting legal gun sales will not do anything,2.505780829,2,0,<user> restricting legal gun sales will,2.364871722,2,0,<user>,0.248759991,2,0,<user> restricting,2.290808612,1,0,<user>,0.187208195,1,0.5243902439,,2
332,745969629420490752,332,1,what about how the <allcaps> gop </allcaps> has failed too many americans by not passing any gun control reform & taking orders from <allcaps> nra </allcaps> ? <url>,what about how the <allcaps> gop </allcaps> has failed too many americans by not passing any gun control reform & taking orders from <allcaps> nra </allcaps> ? <url>,User332,0.333333333,1,failed,1.960162152,0.3125,1,many americans by not passing any gun control reform,3.27551689,0,1,many americans by not passing any gun control reform,3.553124759,0,1,many americans by not passing any gun control reform,3.181769089,0,1,the <allcaps> gop </allcaps> has failed too many americans,2.967793466,1,0,</allcaps> has failed too many americans by,3.75143983,1,0,what,0.434850426,1,0.6666666667,,1
333,742677705192275968,333,1,shame on those who use the second amendment as a misguided excuse to sell assault weapons to murderers .,shame on those who use the second amendment as a misguided excuse to sell assault weapons to murderers .,User333,0.125,1,a misguided excuse to sell assault weapons to murderers,3.439480965,0.291666667,1,a misguided excuse to sell assault weapons to murderers,3.275091439,2,1,a misguided excuse to sell assault weapons to murderers,3.482596971,0,0,a misguided excuse to sell assault weapons to murderers,3.196048256,2,0,shame,1.892749751,2,0,shame,1.834601652,1,0,shame,1.081062797,0,0.3095238095,,4
334,780586555425644544,334,0,"hillary wants to take guns away to reduce gun violence . remember when the gov made alcohol illegal , that did not stop nobody ! <url>","hillary wants to take guns away to reduce gun violence . remember when the gov made alcohol illegal , that did not stop nobody ! <url>",User334,0.354166667,0,wants to take guns away to reduce gun violence,2.050221185,0.375,0,wants to take guns away to reduce gun violence,3.273564593,0,0,wants to take guns away to reduce gun violence,3.185456431,0,0,wants to take guns away to reduce gun violence,2.572357012,2,0,wants to take guns away to reduce gun violence,2.473196475,0,1,wants to take guns away to reduce gun violence,3.294374617,1,0,hillary,0.574738843,0,0.3008130081,,6
335,742985711763218432,335,0,<user> why is it that most people who care about american gun control are not american .,<user> why is it that most people who care about american gun control are not american .,User335,0.458333333,0,why,1.784959468,0.229166667,0,who care about american gun control are not american,3.272649327,0,0,who care about american gun control are not american,3.149308801,1,0,gun control,0.443903707,2,0,<user>,0.225305383,2,1,is,0.415667669,1,0,<user>,0.189254125,0,0.16,,0
336,777768196195647488,336,0,"<allcaps> and </allcaps> , hold gun manufacturers liable for gun violence ! insane ! <repeated> ( see bernie debate ) <url>","<allcaps> and </allcaps> , hold gun manufacturers liable for gun violence ! insane ! <repeated> ( see bernie debate ) <url>",User336,0.3125,1,liable,1.743130416,0.3125,0,hold gun manufacturers liable for gun violence,3.272044154,0,0,hold gun manufacturers liable for gun violence,2.893734305,1,1,hold gun manufacturers liable for gun,2.04176888,2,0,hold gun manufacturers liable for gun violence,2.256759576,2,0,bernie,1.015798608,1,0,<allcaps>,0.310820891,0,0.3095238095,,0
337,742108221481975808,337,0,<user> and hillary for gun control .,<user> and hillary for gun control .,User337,0.604166667,0,<user> and hillary for gun control,3.14448334,0.375,0,<user> and hillary for gun control,3.27196392,0,0,and hillary for gun control,3.068944072,1,0,hillary for gun control,2.88472413,2,0,<user> and hillary for gun control,3.288351273,3,1,<user> and hillary for gun control,2.674136303,1,0,<user>,0.165517028,0,0.2,,0
338,742471876702769156,338,0,"gun control how about prescription drugs read the side effects , no one cares if it makes people go in sane . <hashtag> nra </hashtag> , <user> <user>","gun control how about prescription drugs read the side effects , no one cares if it makes people go in sane . <hashtag> nra </hashtag> , <user> <user>",User338,0.375,0,control how about prescription drugs read the side effects,3.137103861,0.375,0,control how about prescription drugs read the side effects,3.271818562,2,0,one cares if it makes people go in sane,2.647427261,1,0,nra,0.377435755,2,0,one cares if it makes people go in sane,2.862267117,2,1,gun,0.272956355,1,0,gun,0.314454625,0,0.3095238095,,7
339,742810873627037697,339,0,seth macfarlane shows how little he knows about gun violence <url> via <user>,seth macfarlane shows how little he knows about gun violence <url> via <user>,User339,0.395833333,0,he knows about gun violence,2.914808741,0.333333333,0,he knows about gun violence <url> via,3.271551068,0,0,how little he knows about gun violence <url> via,3.122947209,1,0,seth,1.929208244,2,0,how little he knows about gun violence <url> via,4.083038383,2,0,seth,1.94537839,1,0,seth,1.645541956,0,0.3095238095,,0
340,772883205024280576,340,0,amy schumer increases personal security while pushing gun control for americans - breitbart <url> via <user>,amy schumer increases personal security while pushing gun control for americans - breitbart <url> via <user>,User340,0.520833333,0,increases personal security while pushing gun control for americans,2.781321827,0.395833333,0,increases personal security while pushing gun control for americans,3.271254101,0,0,increases personal security while pushing gun control for americans,2.902258613,0,0,increases personal security while pushing gun control for americans,2.814703727,2,0,increases personal security while pushing gun control for americans,3.001843533,2,0,amy schumer increases personal security,2.708557034,1,0,amy,1.139732934,0,0.3095238095,,0
341,742158973802020864,341,0,"gun control is not the issue , terrorism is ! <repeated> we need a new president now who tackle terrorism . this government is soft on <allcaps> isis </allcaps> .","gun control is not the issue , terrorism is ! <repeated> we need a new president now who tackle terrorism . this government is soft on <allcaps> isis </allcaps> .",User341,0.229166667,0,gun control is not the issue,2.742783059,0.375,0,gun control is not the issue,3.271207635,1,0,gun control is not,2.617064573,1,0,isis,0.633649331,3,0,we,0.439771271,0,1,president now who tackle terrorism,3.043562634,0,0,we need a new president now who tackle terrorism,2.76832648,0,0.0909090909,,3
342,824489022491885568,342,0,"<user> correct me if i am wrong , but does not chicago have strictest gun control laws ?","<user> correct me if i am wrong , but does not chicago have strictest gun control laws ?",User342,0.541666667,0,but does not chicago have strictest gun control laws,2.686262875,0.3125,0,but does not chicago have strictest gun control laws,3.270584822,0,0,but does not chicago have strictest gun control laws,3.228320576,0,0,chicago have strictest gun control laws,2.902331909,2,0,<user>,0.267888852,2,0,chicago have strictest gun,2.982124488,1,0,<user>,0.191486178,0,0.3095238095,,0
343,805622291442835458,343,0,gun violence is not to be taken lightly people <url>,gun violence is not to be taken lightly people <url>,User343,0.458333333,0,not to be taken lightly,3.144963743,0.375,1,gun violence is not to be taken lightly people,3.268907725,0,0,gun violence is not to be taken lightly people,2.972677551,1,0,gun violence is,2.267060267,2,0,gun violence is not to be taken lightly people,3.512758234,2,1,gun,0.277815998,1,0,gun,0.261199982,0,0.3095238095,,0
344,806623761445376001,344,1,visiting <user> today to discuss bipartisan solutions to gun violence epidemic . <user> <hashtag> mt pol </hashtag> <user> <user>,visiting <user> today to discuss bipartisan solutions to gun violence epidemic . <user> <hashtag> mt pol </hashtag> <user> <user>,User344,0.770833333,1,visiting,2.08002971,0.875,1,today to discuss bipartisan solutions to gun violence epidemic,3.26837338,3,1,today to discuss bipartisan solutions to gun violence epidemic,3.279347409,2,1,today to discuss bipartisan solutions to gun violence epidemic,3.080586629,3,0,mt pol </hashtag> <user>,2.701601375,3,0,today to discuss bipartisan solutions to gun violence epidemic,3.518717829,0,0,mt pol </hashtag> <user>,1.454689207,1,1.0,,2
345,780585496619601920,345,1,donald trumps only solution for gun violence is something that has already been ruled unconstitutional . <hashtag> debates </hashtag>,donald trumps only solution for gun violence is something that has already been ruled unconstitutional . <hashtag> debates </hashtag>,User345,0.416666667,1,has already been ruled unconstitutional,3.166229035,0.395833333,1,only solution for gun violence is something that has,3.267279143,2,1,violence is something that has already been ruled unconstitutional,3.170651856,0,0,has already been ruled unconstitutional,2.175722377,2,0,violence is something that has already been ruled unconstitutional,2.871247742,3,1,trumps only solution for gun violence is something that,3.554804123,1,0,donald,0.49626513,0,0.35,,4
346,746023563342274560,346,0,<user> all 1 st world countries combined do not have as many shootings as america does . none of them would prefer american gun laws,<user> all 1 st world countries combined do not have as many shootings as america does . none of them would prefer american gun laws,User346,0.395833333,0,prefer american gun,2.567812377,0.3125,0,countries combined do not have as many shootings as,3.265943154,2,0,do not have as many shootings as america does,3.104781215,0,0,them would prefer american gun,2.879148898,2,0,<user> all,2.475936726,2,0,prefer american gun,2.448123093,1,0,<user>,0.197574106,0,0.3095238095,,4
